3451648 -5549611 310001
3451691 -5549646 310002
3451653 -5549613 310003
3451690 -5549639 310004
3451707 -5549658 310005
3451722 -5549631 310006
3451740 -5549612 310007
3451555 -5549596 310008
3451569 -5549524 310009
3459726 -5551171 320001
3459783 -5551191 320002
3459726 -5551171 320051
3459783 -5551191 320052
3450736 -5548015 330001
3450715 -5548006 330002
3450634 -5548087 330003
3450646 -5548070 330004
3462109 -5550972 340001
3462098 -5551034 340002
3462039 -5551047 340003
3462094 -5550984 340051
3462112 -5551033 340052
3447892 -5548396 350001
3447894 -5548357 350002
3474812 -5549791 360001
3474700 -5549826 360002
3462138 -5547858 370001
3462181 -5547803 370002
3458351 -5556021 380001
3458356 -5555980 380002
3458362 -5556039 380003
3458351 -5556013 380041
3461692 -5555875 390001
3461713 -5555862 390002
3455027 -5552186 400001
3455074 -5552200 400002
3454972 -5552155 400003
3454938 -5552119 400004
3454948 -5552128 400005
3454971 -5552139 400006
3455009 -5552176 400051
3455082 -5552212 400052
3465601 -5553391 410001
3465585 -5553404 410002
3458572 -5548997 420001
3458525 -5549053 420002
3458572 -5548997 420051
3458506 -5549061 420052
3465550 -5545057 430001
3465546 -5545032 430002
3454682 -5550710 440001
3454662 -5550677 440002
3454534 -5550616 440004
3459556 -5549277 450001
3459550 -5549249 450002
3459556 -5549277 450051
3459550 -5549249 450052
3456599 -5551507 460001
3456565 -5551511 460002
3456701 -5551524 460003
3456668 -5551528 460004
3456636 -5551542 460051
3456625 -5551534 460052
3450265 -5548529 470001
3450156 -5548541 470002
3450174 -5548542 470003
3450187 -5548524 470004
3450187 -5548524 470051
3450174 -5548542 470052
3460307 -5552669 480001
3460281 -5552531 480002
3460324 -5552596 480003
3460281 -5552531 480091
3460307 -5552669 480092
3456208 -5545228 490001
3456220 -5545210 490002
3456247 -5545157 490003
3456311 -5545229 490004
3456383 -5545200 490005
3456183 -5545338 490055
3460556 -5546113 500001
3460578 -5546138 500002
3460574 -5546080 500003
3460700 -5546094 500004
3460729 -5545942 500005
3460713 -5545948 500006
3460687 -5546242 500007
3460544 -5546277 500008
3460687 -5546107 500009
3460600 -5546099 500010
3460576 -5546203 500011
3460467 -5546051 500012
3460749 -5545982 500013
3460609 -5546110 500041
3460687 -5546107 500042
3460556 -5546113 500081
3460578 -5546138 500082
3460574 -5546080 500083
3460729 -5545942 500085
3460713 -5545948 500086
3460687 -5546242 500087
3460544 -5546277 500088
3460609 -5546110 500089
3460576 -5546203 500091
3460544 -5546277 500092
3460606 -5546114 500101
3460677 -5546034 500102
3469159 -5554826 510001
3469208 -5554985 510002
3469179 -5554853 510003
3469177 -5554910 510004
3469208 -5554985 510012
3469228 -5555002 510013
3469199 -5554886 510014
3463719 -5544521 520001
3463680 -5544535 520002
3463694 -5544512 520003
3463708 -5544547 520004
3463692 -5544570 520005
3463778 -5544456 520041
3463774 -5544465 520042
3463680 -5544535 520082
3463708 -5544547 520084
3463607 -5544656 520101
3463686 -5544604 520102
3456073 -5556059 530001
3456043 -5556153 530002
3462085 -5554033 540001
3462058 -5554087 540002
3462015 -5554097 540003
3462142 -5554203 540004
3462015 -5554031 540005
3462112 -5553981 540006
3462112 -5553981 540051
3462076 -5554094 540052
3462112 -5553981 540079
3462240 -5555878 550001
3462276 -5555874 550002
3462278 -5555976 550003
3462300 -5555976 550041
3462278 -5555976 550079
3454764 -5553213 560001
3454798 -5553235 560002
3452987 -5540508 570001
3452979 -5540570 570002
3454516 -5548478 580001
3454569 -5548466 580002
3451554 -5540928 590001
3451560 -5540921 590002
3460237 -5542967 600001
3460214 -5542978 600002
3450536 -5551020 610001
3450505 -5551003 610002
3450562 -5551018 610003
3450517 -5551015 610004
3457562 -5541083 620001
3457563 -5541115 620002
3465759 -5557956 630001
3465736 -5557969 630002
3465759 -5557956 630021
3465736 -5557969 630022
3466449 -5557980 640001
3466604 -5557943 640002
3466611 -5557921 640003
3466503 -5558034 640004
3466462 -5558076 640005
3466650 -5557893 640006
3466462 -5558076 640015
3466449 -5557980 640071
3465720 -5554338 650001
3465688 -5554351 650002
3458950 -5554203 660001
3458825 -5554161 660002
3461426 -5548699 670002
3461319 -5548724 670003
3461337 -5548678 670004
3461380 -5548720 670005
3461438 -5548711 670006
3461380 -5548720 670007
3461337 -5548678 670014
3461439 -5548696 670052
3461346 -5548675 670054
3458400 -5551612 680001
3458460 -5551616 680002
3458352 -5551569 680003
3458396 -5551551 680004
3461644 -5551024 690001
3461560 -5551022 690002
3461644 -5551024 690051
3461560 -5551022 690052
3465097 -5549766 700001
3465147 -5549759 700002
3465006 -5549786 700003
3465048 -5549796 700004
3465011 -5549789 700005
3465071 -5549779 700006
3465121 -5549751 700007
3465230 -5549740 700009
3465221 -5549777 700010
3465071 -5549779 700051
3465121 -5549751 700052
3457395 -5543726 710001
3457380 -5543663 710002
3457395 -5543645 710003
3457420 -5543655 710004
3457495 -5543672 710005
3457484 -5543684 710006
3457420 -5543655 710051
3457395 -5543645 710052
3467735 -5552975 720001
3467788 -5552968 720002
3467746 -5552973 720003
3467738 -5552984 720004
3467788 -5553022 720005
3467790 -5553035 720006
3467704 -5553016 720007
3467733 -5552947 720008
3467781 -5553015 720041
3467773 -5552955 720051
3467753 -5552951 720052
3467709 -5553027 720053
3467738 -5552984 720091
3467738 -5552984 720092
3467790 -5553035 720093
3453737 -5551939 730001
3453781 -5551959 730002
3453690 -5551960 730003
3453690 -5551965 730005
3453885 -5551995 730006
3453948 -5551988 730007
3453737 -5551939 730051
3453885 -5551995 730052
3459437 -5556796 740001
3459412 -5556816 740002
3465459 -5553424 750001
3465516 -5553396 750002
3465410 -5553390 750003
3465402 -5553418 750004
3465402 -5553418 750051
3465410 -5553390 750052
3465481 -5553387 750101
3465583 -5553372 750102
3457334 -5542185 760001
3457338 -5542097 760002
3457327 -5542249 760003
3457363 -5542140 760004
3457363 -5542140 760051
3457327 -5542249 760052
3465339 -5554288 770001
3465340 -5554301 770002
3462236 -5555192 780001
3462297 -5555193 780002
3462242 -5555208 780003
3462209 -5555166 780004
3462174 -5555163 780005
3462242 -5555208 780051
3462174 -5555163 780052
3462236 -5555192 780081
3462209 -5555166 780082
3462242 -5555208 780091
3462174 -5555163 780092
3462209 -5555166 780094
3462230 -5555212 780101
3462140 -5555211 780102
3462260 -5546144 790001
3462211 -5546198 790002
3450374 -5551619 800001
3450332 -5551602 800002
3460765 -5552657 810001
3460779 -5552549 810002
3460776 -5552343 810003
3460766 -5552645 810051
3460784 -5552430 810052
3460766 -5552349 810053
3460766 -5552349 810054
3460277 -5557782 820001
3460292 -5557765 820002
3459763 -5548352 830001
3459823 -5548331 830002
3459763 -5548352 830051
3459814 -5548321 830052
3457096 -5547374 840001
3457028 -5547410 840002
3451800 -5551528 850001
3451825 -5551560 850002
3451872 -5551520 850003
3451847 -5551541 850004
3451940 -5551519 850005
3451785 -5551395 850006
3451670 -5551526 850007
3451614 -5551504 850008
3451520 -5551465 850011
3451612 -5551476 850012
3451796 -5551397 850016
3451597 -5551475 850041
3451800 -5551525 850051
3451830 -5551562 850052
3456094 -5550732 860001
3456066 -5550715 860002
3456100 -5550734 860003
3456080 -5550709 860004
3456102 -5550728 860005
3456031 -5550716 860006
3459160 -5551342 870001
3459184 -5551216 870002
3459131 -5551239 870003
3459124 -5551228 870004
3459160 -5551342 870051
3459184 -5551216 870052
3458313 -5545840 880001
3458268 -5545769 880002
3464992 -5555599 890001
3464973 -5555605 890002
3464697 -5549271 900001
3464670 -5549254 900002
3462240 -5542344 910001
3462310 -5542351 910002
3460880 -5557143 920001
3460863 -5557128 920002
3459927 -5557940 930001
3459945 -5557938 930002
3460742 -5557427 940001
3460697 -5557544 940002
3460673 -5557394 940003
3468859 -5547157 950001
3468878 -5547140 950002
3468384 -5547823 960001
3468529 -5547702 960002
3468490 -5547617 960003
3468421 -5547597 960004
3469865 -5550527 970001
3469879 -5550538 970002
3469798 -5550601 970003
3469730 -5550577 970004
3458980 -5547534 980001
3458838 -5547543 980002
3464941 -5545264 990001
3464916 -5545162 990002
3464941 -5545264 990079
3459923 -5552177 1000001
3459969 -5552130 1000002
3459860 -5552093 1000003
3459879 -5552154 1000004
3459971 -5552052 1000005
3459967 -5552077 1000006
3459813 -5552052 1000011
3459971 -5552052 1000025
3459967 -5552077 1000026
3459980 -5552077 1000051
3459989 -5552055 1000052
3459729 -5552067 1000053
3459971 -5552052 1000085
3459967 -5552077 1000086
3459956 -5552346 1000101
3459946 -5552245 1000102
3459978 -5552519 1000301
3459978 -5552519 1000302
3464996 -5554494 1010001
3464999 -5554409 1010002
3464916 -5554309 1010003
3464894 -5554303 1010004
3456678 -5542548 1020001
3456739 -5542530 1020002
3455085 -5550511 1030001
3455171 -5550520 1030002
3455086 -5550500 1030051
3455153 -5550526 1030052
3450374 -5549871 1040001
3450306 -5549834 1040002
3450184 -5549805 1040003
3450191 -5549784 1040004
3475271 -5549086 1050001
3475328 -5549114 1050002
3464854 -5544152 1060001
3464847 -5544180 1060002
3464843 -5544216 1060003
3464890 -5544176 1060004
3464881 -5544208 1060005
3464874 -5544245 1060006
3464839 -5544237 1060007
3464837 -5544235 1060011
3464850 -5544349 1060041
3464879 -5543991 1060042
3464867 -5544084 1060043
3464890 -5544176 1060074
3464843 -5544216 1060083
3464874 -5544245 1060086
3464906 -5544203 1060101
3465006 -5544208 1060102
3464962 -5544059 1060999
3470868 -5548104 1070001
3470807 -5548030 1070002
3470868 -5548104 1070011
3470807 -5548030 1070012
3470807 -5548030 1070079
3470052 -5547304 1080001
3470034 -5547298 1080002
3466656 -5554916 1090001
3466683 -5554964 1090002
3458180 -5546461 1100001
3458149 -5546401 1100002
3458111 -5546230 1100003
3458226 -5546396 1100005
3458216 -5546369 1100006
3458226 -5546329 1100007
3458250 -5546342 1100008
3458184 -5546343 1100051
3458117 -5546347 1100052
3458109 -5546247 1100053
3458177 -5546420 1100054
3455320 -5556203 1110001
3455314 -5556191 1110002
3455377 -5553150 1120001
3455412 -5553216 1120002
3451179 -5548333 1130001
3451125 -5548300 1130002
3451141 -5548322 1130003
3451186 -5548325 1130004
3465997 -5558346 1140001
3466425 -5558261 1140002
3465988 -5558312 1140003
3459887 -5553365 1150001
3459886 -5553418 1150002
3460065 -5553172 1150003
3460127 -5553160 1150004
3460069 -5553178 1150005
3460055 -5553242 1150006
3460125 -5553252 1150007
3460128 -5553225 1150008
3460131 -5553200 1150009
3459992 -5553292 1150010
3460108 -5553262 1150011
3460153 -5553377 1150021
3460194 -5553417 1150022
3460189 -5553407 1150023
3460184 -5553394 1150024
3460144 -5553391 1150031
3460138 -5553414 1150032
3460099 -5553264 1150041
3460065 -5553172 1150051
3460065 -5553172 1150053
3460127 -5553160 1150054
3460131 -5553200 1150091
3460055 -5553242 1150092
3460050 -5553296 1150101
3460092 -5553211 1150102
3460035 -5553331 1150103
3460024 -5553324 1150104
3460040 -5553323 1150115
3460031 -5553317 1150116
3460102 -5553186 1150125
3460094 -5553186 1150126
3460051 -5553433 1150301
3460051 -5553433 1150302
3460051 -5553433 1150303
3460051 -5553433 1150304
3459872 -5552942 1150305
3459872 -5552942 1150306
3455801 -5547921 1160001
3455791 -5547896 1160002
3456585 -5544649 1170001
3456585 -5544596 1170002
3461580 -5549794 1180001
3461646 -5549789 1180002
3461536 -5549842 1180003
3461517 -5549839 1180004
3461596 -5549806 1180051
3461667 -5549778 1180052
3461708 -5549832 1180101
3461607 -5549835 1180102
3459370 -5556462 1190001
3454021 -5542392 1200001
3454029 -5542338 1200002
3457402 -5547905 1210001
3451106 -5545152 1220001
3451089 -5545127 1220002
3470190 -5545862 1230001
3470107 -5545956 1230002
3459152 -5543592 1240001
3459143 -5543574 1240002
3464748 -5556613 1250001
3464716 -5556582 1250002
3456790 -5553658 1260001
3456783 -5553532 1260002
3456787 -5553614 1260003
3460149 -5545402 1270001
3460093 -5545451 1270002
3463729 -5550906 1280001
3463674 -5550895 1280002
3463829 -5550899 1280041
3461216 -5546865 1290001
3461276 -5546858 1290002
3455420 -5552235 1300001
3455458 -5552248 1300002
3455366 -5552215 1300051
3455510 -5552262 1300052
3473488 -5546674 1310001
3473507 -5546636 1310002
3473242 -5546919 1310003
3475225 -5542976 1320001
3475243 -5542995 1320002
3455267 -5552768 1330001
3455274 -5552875 1330002
3464509 -5552465 1340001
3464529 -5552452 1340002
3464748 -5552417 1340003
3464535 -5552361 1340004
3464582 -5552547 1340005
3464562 -5552574 1340006
3464654 -5552454 1340007
3464656 -5552360 1340008
3464531 -5552466 1340051
3464540 -5552435 1340052
3464471 -5552318 1340301
3464471 -5552318 1340302
3464471 -5552318 1340303
3464471 -5552318 1340304
3464471 -5552318 1340305
3464471 -5552318 1340306
3464471 -5552318 1340307
3464471 -5552318 1340308
3466980 -5552901 1350001
3467043 -5552900 1350002
3467116 -5552859 1350003
3467037 -5552885 1350004
3466989 -5552913 1350005
3466989 -5552913 1350051
3467037 -5552885 1350052
3467037 -5552885 1350084
3466989 -5552913 1350085
3466911 -5552976 1350101
3467007 -5552940 1350102
3471317 -5544208 1360001
3471254 -5544199 1360002
3468435 -5552805 1370001
3468447 -5552794 1370002
3457482 -5550686 1380001
3457502 -5550522 1380002
3457482 -5550686 1380051
3457502 -5550522 1380052
3457498 -5550619 1380053
3457502 -5550522 1380072
3460879 -5554711 1390001
3461028 -5554685 1390002
3460900 -5554710 1390051
3461028 -5554685 1390052
3456165 -5551230 1400001
3456172 -5551193 1400002
3456218 -5551044 1400003
3456172 -5551235 1400004
3456115 -5551231 1400005
3456098 -5551257 1400006
3456165 -5551230 1400051
3456172 -5551193 1400052
3463424 -5546256 1410001
3463364 -5546330 1410002
3463349 -5546351 1410003
3463337 -5546338 1410004
3459697 -5550716 1420001
3459755 -5550673 1420002
3459693 -5550394 1420003
3459658 -5550398 1420004
3459693 -5550394 1420005
3459691 -5550400 1420011
3459693 -5550408 1420012
3459696 -5550414 1420013
3459693 -5550394 1420031
3459658 -5550398 1420034
3459697 -5550716 1420051
3459603 -5550708 1420052
3459693 -5550394 1420083
3459658 -5550398 1420084
3459658 -5550398 1420091
3459693 -5550394 1420092
3459651 -5550473 1420101
3459599 -5550387 1420102
3459772 -5550383 1420301
3459772 -5550383 1420302
3459772 -5550383 1420303
3459772 -5550383 1420304
3459772 -5550383 1420305
3459772 -5550383 1420306
3459772 -5550383 1420307
3459772 -5550383 1420308
3459772 -5550383 1420309
3459772 -5550383 1420310
3459772 -5550383 1420311
3459772 -5550383 1420312
3459772 -5550383 1420313
3459772 -5550383 1420314
3464462 -5547384 1430001
3464481 -5547375 1430002
3466494 -5552701 1440001
3466515 -5552664 1440002
3466497 -5552689 1440003
3466527 -5552703 1440004
3466450 -5552819 1440005
3466450 -5552755 1440006
3466494 -5552701 1440051
3466515 -5552664 1440052
3466497 -5552689 1440053
3466527 -5552703 1440054
3468690 -5555825 1450001
3468697 -5555842 1450002
3468690 -5555825 1450011
3468697 -5555842 1450012
3456698 -5545728 1460001
3456757 -5545783 1460002
3457482 -5545934 1470001
3457498 -5545907 1470002
3457459 -5545807 1470003
3457486 -5545847 1470004
3457474 -5545874 1470005
3457459 -5545849 1470006
3457461 -5545919 1470007
3457448 -5545908 1470008
3457484 -5545922 1470051
3457486 -5545847 1470054
3456813 -5549420 1480001
3456874 -5549430 1480002
3453985 -5544441 1490001
3453993 -5544461 1490002
3454008 -5544454 1490041
3453987 -5549363 1500001
3454041 -5549362 1500002
3453987 -5549363 1500079
3466766 -5544652 1510001
3466717 -5544628 1510002
3466766 -5544652 1510011
3466717 -5544628 1510012
3460519 -5547965 1520001
3460421 -5548018 1520002
3460519 -5547965 1520051
3460421 -5548018 1520052
3456882 -5544863 1530001
3468301 -5546331 1540001
3468374 -5546419 1540002
3468365 -5546449 1540003
3468299 -5546366 1540004
3473521 -5554160 1550001
3473572 -5554183 1550002
3454726 -5548120 1560001
3454758 -5548144 1560002
3454667 -5552145 1570001
3454604 -5552146 1570002
3454564 -5552150 1570003
3454669 -5552199 1570004
3454669 -5552216 1570005
3454564 -5552150 1570013
3454564 -5552150 1570052
3468887 -5551115 1580001
3468865 -5551093 1580002
3471841 -5542558 1590001
3471865 -5542584 1590002
3471817 -5542551 1590003
3471815 -5542555 1590004
3466198 -5546670 1600001
3466207 -5546672 1600002
3464017 -5550127 1610001
3464016 -5550155 1610002
3456792 -5553282 1620001
3456790 -5553349 1620002
3456804 -5553290 1620003
3456791 -5553340 1620004
3456823 -5553283 1620005
3456771 -5553289 1620006
3457543 -5551980 1630001
3457470 -5551971 1630002
3457623 -5551997 1630003
3457426 -5551950 1630004
3457578 -5552079 1630005
3457568 -5552072 1630006
3457365 -5551938 1630007
3457424 -5551965 1630008
3457630 -5551984 1630009
3457392 -5551948 1630010
3457749 -5551955 1630011
3457788 -5551892 1630012
3457542 -5551881 1630041
3457629 -5551876 1630051
3457542 -5551881 1630052
3457780 -5552012 1630053
3457629 -5551876 1630081
3457542 -5551881 1630082
3457578 -5552079 1630085
3457392 -5551948 1630088
3457621 -5551973 1630089
3457621 -5551973 1630091
3457405 -5551954 1630092
3457465 -5551972 1630101
3457376 -5552023 1630102
3457171 -5551948 1630301
3457171 -5551948 1630302
3465471 -5541023 1640001
3465477 -5541013 1640002
3465539 -5540750 1640003
3465509 -5540979 1640004
3465425 -5541285 1650001
3465463 -5541440 1650002
3465378 -5541411 1650003
3465359 -5541411 1650004
3465558 -5541359 1650005
3465505 -5541378 1650006
3465679 -5546422 1660001
3465716 -5546410 1660002
3462861 -5556402 1670001
3462854 -5556444 1670002
3456483 -5549520 1680001
3456449 -5549517 1680002
3470058 -5543342 1690001
3470019 -5543366 1690002
3475806 -5549694 1700001
3475783 -5549640 1700002
3475785 -5549716 1700003
3475783 -5549640 1700079
3466923 -5555086 1710001
3466951 -5555125 1710002
3466923 -5555086 1710071
3466951 -5555125 1710072
3460367 -5550601 1720001
3460429 -5550582 1720002
3460367 -5550601 1720051
3460429 -5550582 1720052
3460297 -5550578 1720053
3460273 -5550565 1720054
3468543 -5553141 1730001
3468395 -5553189 1730002
3454961 -5547533 1740001
3454981 -5547473 1740002
3465700 -5549725 1750001
3465655 -5549721 1750002
3465561 -5549723 1750003
3465540 -5549754 1750004
3465540 -5549754 1750051
3465561 -5549723 1750052
3455777 -5549843 1760001
3455885 -5549838 1760002
3456730 -5554019 1770001
3456637 -5554124 1770002
3449526 -5547929 1780001
3449537 -5547906 1780002
3449520 -5547907 1780003
3470203 -5557238 1790001
3470128 -5557186 1790002
3469987 -5557225 1790003
3470045 -5557129 1790004
3470203 -5557238 1790011
3470128 -5557186 1790012
3463412 -5551409 1800001
3463332 -5551403 1800002
3463426 -5551420 1800051
3463317 -5551395 1800052
3463621 -5545510 1810001
3463634 -5545536 1810002
3455819 -5551029 1820001
3455884 -5550932 1820002
3462082 -5547458 1830001
3462113 -5547448 1830002
3462300 -5547283 1830003
3462299 -5547378 1830004
3456731 -5547840 1840001
3456804 -5547872 1840002
3456694 -5547781 1840003
3456650 -5547777 1840004
3456721 -5547832 1840051
3456721 -5547832 1840052
3456731 -5547840 1840079
3459364 -5538118 1850001
3459360 -5538090 1850002
3459353 -5538114 1850041
3459607 -5540491 1860001
3459572 -5540528 1860002
3457819 -5551779 1870001
3457838 -5551757 1870002
3471314 -5553598 1880001
3471126 -5553581 1880002
3471179 -5553546 1880071
3461895 -5548861 1890001
3461710 -5548792 1890002
3461689 -5548786 1890003
3459364 -5549546 1900001
3459443 -5549530 1900002
3459457 -5549646 1900003
3459464 -5549589 1900004
3459249 -5549483 1900005
3459355 -5549510 1900006
3459354 -5549490 1900007
3459234 -5549507 1900009
3459267 -5549546 1900011
3459331 -5549528 1900012
3459518 -5549455 1900013
3459506 -5549421 1900014
3459249 -5549483 1900015
3459364 -5549546 1900051
3459249 -5549483 1900052
3459457 -5549646 1900053
3459491 -5549481 1900054
3459249 -5549483 1900085
3459355 -5549510 1900086
3459234 -5549507 1900089
3459249 -5549483 1900091
3459355 -5549510 1900092
3459345 -5549463 1900101
3459342 -5549361 1900102
3459715 -5549866 1910001
3459830 -5549799 1910002
3464137 -5547403 1920001
3464065 -5547391 1920002
3468498 -5550807 1930001
3468476 -5550828 1930002
3461215 -5542683 1940001
3461256 -5542616 1940002
3465192 -5546062 1950001
3465203 -5546084 1950002
3460427 -5553388 1960001
3460341 -5553249 1960002
3460427 -5553388 1960021
3460341 -5553249 1960022
3449927 -5547955 1970001
3463875 -5548274 1980001
3463814 -5548362 1980002
3453901 -5553184 1990001
3453896 -5553164 1990002
3453875 -5553137 1990003
3472184 -5553086 2000001
3472158 -5553152 2000002
3460242 -5547531 2010001
3460240 -5547499 2010002
3467872 -5556113 2020001
3467900 -5556015 2020002
3467907 -5556071 2020003
3467895 -5556052 2020004
3467885 -5555945 2020005
3467907 -5556071 2020011
3467900 -5556018 2020012
3459341 -5550608 2030001
3459386 -5550634 2030002
3459468 -5550730 2030003
3459487 -5550743 2030004
3459341 -5550608 2030051
3459386 -5550634 2030052
3465603 -5540644 2040001
3454070 -5546692 2050001
3454115 -5546666 2050002
3455559 -5548892 2060001
3455559 -5548892 2060002
3467631 -5551554 2070001
3467667 -5551545 2070002
3467690 -5551453 2070003
3467716 -5551376 2070004
3467366 -5551579 2070005
3458189 -5549634 2080001
3458177 -5549622 2080002
3458121 -5549587 2080003
3458185 -5549566 2080004
3458141 -5549565 2080011
3460789 -5549726 2090001
3460661 -5549711 2090002
3460657 -5549838 2090003
3460860 -5549786 2090101
3460758 -5549769 2090102
3467052 -5544908 2100001
3467007 -5544923 2100002
3457391 -5538991 2110001
3457469 -5539049 2110002
3468851 -5553431 2120001
3468758 -5553308 2120002
3456199 -5553482 2130001
3456218 -5553419 2130002
3452926 -5540918 2140001
3452929 -5540946 2140002
3468960 -5547238 2150001
3468900 -5547229 2150002
3454175 -5543443 2160001
3454265 -5543474 2160002
3466701 -5544984 2170001
3466691 -5545004 2170002
3449575 -5551865 2180001
3449564 -5551848 2180002
3449575 -5551865 2180061
3449564 -5551848 2180062
3465462 -5545911 2190001
3465489 -5545909 2190002
3470790 -5543805 2200001
3470812 -5543825 2200002
3458146 -5550560 2210001
3458146 -5550560 2210071
3465906 -5559867 2220001
3465926 -5559882 2220002
3449458 -5554143 2230001
3449426 -5554119 2230002
3449458 -5554143 2230011
3457791 -5541111 2240001
3457874 -5541101 2240002
3457791 -5541111 2240011
3464071 -5552186 2250001
3464094 -5552167 2250002
3466800 -5548009 2260001
3466808 -5548020 2260002
3466735 -5547991 2260003
3467070 -5547997 2270001
3467070 -5548011 2270002
3466910 -5547931 2270003
3467002 -5548083 2270004
3461505 -5545796 2280001
3461481 -5545775 2280002
3461466 -5545757 2280003
3461555 -5545789 2280004
3461466 -5545803 2280005
3461505 -5545796 2280081
3461466 -5545757 2280083
3461555 -5545789 2280084
3461466 -5545757 2280091
3461555 -5545789 2280092
3461348 -5545798 2280101
3461438 -5545766 2280102
3461537 -5545768 2280113
3461535 -5545758 2280114
3455104 -5550801 2290001
3455199 -5550798 2290002
3454885 -5553527 2300001
3454951 -5553545 2300002
3459289 -5552210 2310001
3459240 -5552235 2310002
3459234 -5552223 2310012
3459289 -5552210 2310051
3459240 -5552235 2310052
3456645 -5536650 2320001
3456674 -5536708 2320002
3455990 -5555698 2330001
3455986 -5555642 2330002
3455919 -5555707 2330003
3455923 -5555681 2330004
3454894 -5548230 2340001
3459355 -5548863 2350001
3459355 -5548863 2350079
3450678 -5548388 2360001
3450616 -5548398 2360002
3450632 -5548401 2360003
3450662 -5548373 2360004
3450662 -5548373 2360051
3450632 -5548401 2360052
3458542 -5549526 2370001
3458554 -5549657 2370002
3458579 -5549592 2370003
3458514 -5549384 2370004
3458264 -5549298 2370005
3458198 -5549303 2370006
3458182 -5549218 2370007
3458181 -5549155 2370008
3458527 -5549540 2370009
3458524 -5549499 2370010
3458527 -5549515 2370011
3458643 -5549561 2370012
3458573 -5549746 2370013
3458358 -5549340 2370021
3458174 -5549005 2370031
3458542 -5549526 2370051
3458554 -5549657 2370052
3458579 -5549592 2370053
3458514 -5549384 2370054
3458573 -5549746 2370059
3458524 -5549499 2370080
3458198 -5549303 2370086
3458346 -5549424 2370101
3458432 -5549472 2370102
3454259 -5547040 2380001
3454183 -5547041 2380002
3465744 -5543379 2390001
3465732 -5543398 2390002
3455067 -5548969 2400001
3455100 -5548978 2400002
3454966 -5548884 2400003
3455121 -5548951 2400004
3455106 -5548985 2400005
3455067 -5548969 2400041
3455131 -5548953 2400051
3454911 -5548976 2400052
3459179 -5554202 2410001
3459256 -5554182 2410002
3466647 -5552787 2420001
3466709 -5552800 2420002
3466712 -5552808 2420003
3466738 -5552827 2420004
3466628 -5552602 2420005
3466661 -5552603 2420006
3466738 -5552827 2420051
3466712 -5552808 2420052
3468159 -5555642 2430001
3468089 -5555645 2430002
3468024 -5555799 2430003
3468012 -5555710 2430004
3468012 -5555543 2430005
3468019 -5555586 2430006
3468159 -5555642 2430011
3468089 -5555645 2430012
3468024 -5555799 2430013
3467792 -5555747 2430014
3468012 -5555543 2430015
3468019 -5555586 2430016
3450185 -5549176 2440001
3450190 -5549175 2440002
3458202 -5544973 2450001
3458191 -5544999 2450002
3458253 -5542730 2460001
3466093 -5543063 2470001
3466097 -5543084 2470002
3466156 -5557518 2480001
3466160 -5557525 2480002
3461212 -5554775 2490001
3461233 -5554810 2490002
3461099 -5554684 2490003
3461093 -5554667 2490004
3461087 -5554777 2490005
3461028 -5554833 2490006
3461103 -5554705 2490007
3461135 -5554774 2490008
