24490001 3237 1025 3 22 Břežany II,U sokolovny
24490002 4541 1025 3 22 Břežany II,U sokolovny
24210001 4542 1025 8 7 Bříství
24210002 4543 1025 8 7 Bříství
24500001 812 1025 8 14 Bříství,Svárov
24500002 813 1025 8 14 Bříství,Svárov
16610001 816 1025 3 8 Bubovice
16610002 817 1025 3 8 Bubovice
41680001 818 1024 3 17 Bubovice,Višňovka
500001 819 1025 2 11 Budějovická
500002 820 1025 1 11 Budějovická
500003 821 1025 1 11 Budějovická
500004 822 1025 10 11 Budějovická
500009 823 1025 10 11 Budějovická
500010 5315 1025 2 11 Budějovická
500011 5316 1025 1 11 Budějovická
500081 824 1025 2 11 Budějovická
500087 825 1025 2 11 Budějovická
500088 952 1025 1 11 Budějovická
500089 953 1025 10 11 Budějovická
500101 954 1025 1 11 Budějovická
500102 955 1025 1 11 Budějovická
530001 1967 1025 4 7 Budovec
530002 1968 1025 4 7 Budovec
11300001 2789 1025 1 9 Bucharova
11300002 2790 1025 1 9 Bucharova
540001 2791 1025 1 7 Bulovka
540002 2792 1025 1 7 Bulovka
540003 2793 1025 1 7 Bulovka
540004 2794 1025 1 7 Bulovka
540005 2795 1025 1 7 Bulovka
540006 2796 1025 1 7 Bulovka
25240001 2797 1025 9 3 Buš
25240002 827 1025 9 3 Buš
12960001 828 1024 1 9 Butovická
570001 830 1025 2 18 Cementárna Radotín
570002 831 1025 2 18 Cementárna Radotín
8900001 834 1025 2 22 Centrum Zahradní Město
8900002 835 1025 2 22 Centrum Zahradní Město
8900003 836 1025 1 22 Centrum Zahradní Město
580001 837 1025 1 7 Cibulka
580002 838 1025 1 7 Cibulka
590001 839 1025 1 7 Cikánka
590002 854 1025 1 7 Cikánka
600001 855 1025 1 7 Cílkova
600002 857 1025 1 7 Cílkova
610001 2892 1025 1 12 Ciolkovského
610002 2893 1025 1 12 Ciolkovského
610003 858 1025 1 12 Ciolkovského
11050001 859 1025 4 7 Ctěnice
11050002 832 1025 4 7 Ctěnice
630001 833 1025 4 17 Cukrovar Čakovice
630002 860 1025 4 17 Cukrovar Čakovice
620001 861 1025 2 16 Cukrovar Modřany
620002 3462 1025 2 16 Cukrovar Modřany
640001 3463 1025 4 8 Čakovice
640002 3464 1025 1 8 Čakovice
640003 2707 1025 4 8 Čakovice
640004 2708 1025 4 8 Čakovice
640005 876 1025 4 8 Čakovice
640015 877 1025 4 8 Čakovice
650001 878 1025 1 9 Čakovická
650002 879 1025 1 9 Čakovická
7910001 880 1025 4 15 Čakovický zámek
7910002 881 1025 4 15 Čakovický zámek
13010001 892 1025 3 9 Čakovičky
13010002 893 1025 3 9 Čakovičky
13010011 894 1025 11 9 Čakovičky
13010012 895 1025 11 9 Čakovičky
