00440001 0367 0000 0401 0008dc48 Břevnovská
00440002 0368 0000 0401 0008e8e4 Břevnovská
09940001 0301 0000 0401 0008f5b6 Břevnovský klášter
09940002 0302 0000 0401 000909c0 Břevnovský klášter
18160003 0311 0000 0400 00091dd6 Březí,Podskalí
18140002 0312 0000 0401 00091e8a Březí,U křížku
18140003 05a1 0000 0401 00091f50 Březí,U křížku
18140004 05a2 0000 0401 00091f8c Březí,U křížku
32950001 05a3 0000 0401 00092016 Březí,V Jezírku
08260001 0315 0000 0401 0009207c Březiněves
08260002 0cb4 0000 0401 0009237c Březiněves
07180001 0cb5 0000 0001 000926ca Březiněveská
07180002 0cb6 0000 0001 000942f0 Březiněveská
15150001 0cb7 0000 0401 00094cec Březová-Oleško,Březová
15150002 0cb8 0000 0401 00094d94 Březová-Oleško,Březová
15170001 0cb9 0000 0401 00094e3c Březová-Oleško,Oleško
15170002 0cba 0000 0401 00094ee4 Březová-Oleško,Oleško
15160001 0cbb 0000 0401 00094f8c Březová-Oleško,U topolů
15160002 0cbc 0000 0401 00095034 Březová-Oleško,U topolů
24390001 0cbd 0000 0401 000950dc Břežany II
24390002 0cbe 0000 0401 00095130 Břežany II
24530001 11df 0000 0401 00095184 Břežany II,na Malé Straně
24530002 11e0 0000 0401 000951c0 Břežany II,na Malé Straně
24490001 11e1 0000 0401 000951fc Břežany II,U sokolovny
24490002 0330 0000 0401 00095250 Břežany II,U sokolovny
24210001 0331 0000 0401 000952a4 Bříství
24210002 0334 0000 0401 00095310 Bříství
24500001 0335 0000 0401 00095376 Bříství,Svárov
24500002 0336 0000 0401 000953e2 Bříství,Svárov
16610001 0337 0000 0401 00095448 Bubovice
16610002 0338 0000 0401 000955aa Bubovice
41680001 0339 0000 0400 00095706 Bubovice,Višňovka
00500001 033a 0000 0401 0009582c Budějovická
00500002 033b 0000 0401 000961ec Budějovická
00500003 033c 0000 0401 00097920 Budějovická
00500004 033d 0000 0401 00098e26 Budějovická
00500009 14e8 0000 0401 00098ff4 Budějovická
00500010 14e9 0000 0401 000991b6 Budějovická
00500011 033e 0000 0401 00099504 Budějovická
00500081 033f 0000 0401 0009956a Budějovická
00500087 03c0 0000 0401 00099570 Budějovická
00500088 03c1 0000 0401 0009968a Budějovická
00500089 03c2 0000 0401 0009977a Budějovická
00500101 03c3 0000 0401 00099786 Budějovická
